exchange_id,schema_version,component_id,mandatory_fields_present,field_in_range,requested_capacity,available_capacity,device_state_from,device_state_to,init_health_passed,request_priority,active_allocation_priority,preemption_performed,ack_latency_ms,ack_latency_limit_ms
4690,v1,RRM-1,1,1,61,66,IDLE,INIT,0,5,3,1,167,250
4691,v3,RRM-4,1,1,8,24,INIT,ACTIVE,1,2,5,1,169,250
4692,v2,RRM-2,1,1,14,86,INIT,ACTIVE,0,3,1,1,160,250
4693,v3,RRM-2,1,1,18,29,INIT,ACTIVE,0,4,4,1,14,250
4694,v3,RRM-2,1,1,3,41,ACTIVE,IDLE,1,2,1,0,190,250
4695,v3,RRM-4,1,1,10,20,ACTIVE,ACTIVE,1,1,3,0,66,250
4696,v1,RRM-2,1,1,29,72,ACTIVE,IDLE,0,2,1,1,127,250
4697,v1,RRM-2,1,1,33,41,ACTIVE,IDLE,1,5,1,1,209,250
4698,v1,RRM-2,1,1,39,62,IDLE,INIT,1,4,4,1,121,250
4699,v1,RRM-3,1,1,27,44,IDLE,INIT,0,1,2,0,65,250
4700,v1,RRM-1,1,1,79,51,ACTIVE,IDLE,0,5,1,1,68,250
4701,v2,RRM-1,1,1,67,69,IDLE,INIT,1,5,1,1,220,250
4702,v3,RRM-3,1,1,88,92,INIT,ACTIVE,1,1,2,1,78,250
4703,v1,RRM-1,1,1,10,50,ACTIVE,IDLE,1,5,3,0,97,250
4704,v1,RRM-4,1,1,86,99,INIT,ACTIVE,0,2,1,1,135,250
4705,v2,RRM-2,1,1,11,22,ACTIVE,IDLE,1,3,2,0,111,250
4706,v1,RRM-4,1,1,74,79,ACTIVE,IDLE,1,3,4,1,156,250
4707,v9,RRM-4,1,1,19,62,INIT,ACTIVE,1,2,2,0,167,250
4708,v3,RRM-2,1,1,29,66,ACTIVE,IDLE,0,1,2,0,79,250
4709,v9,RRM-1,1,1,38,44,ACTIVE,IDLE,1,4,3,1,8,250
4710,v3,RRM-2,1,1,8,42,INIT,ACTIVE,1,2,3,0,134,250
4711,v1,RRM-4,1,1,11,35,ACTIVE,IDLE,1,3,1,0,156,250
4712,v1,UNREG-9,1,1,67,80,ACTIVE,IDLE,1,2,4,1,68,250
4713,v3,RRM-1,1,1,22,30,IDLE,INIT,1,5,4,1,16,250
4714,v2,RRM-2,1,1,8,75,INIT,ACTIVE,0,3,4,1,64,250
4715,v3,RRM-2,1,1,23,47,ACTIVE,IDLE,0,3,3,0,43,250
4716,v2,RRM-3,1,1,35,36,INIT,ACTIVE,0,5,2,1,182,250
4717,v3,RRM-3,1,1,12,39,INIT,ACTIVE,1,3,4,0,147,250
4718,v3,RRM-4,1,1,21,37,INIT,ACTIVE,0,5,3,1,74,250
4719,v1,RRM-2,1,1,84,86,IDLE,IDLE,1,4,4,1,136,250
4720,v3,RRM-4,1,1,22,39,ACTIVE,IDLE,0,1,4,0,167,250
4721,v1,RRM-2,1,0,9,42,INIT,ACTIVE,1,3,1,1,130,250
4722,v2,RRM-0,1,1,7,46,ACTIVE,IDLE,0,5,4,1,162,250
4723,v2,RRM-1,1,1,34,66,ACTIVE,INIT,1,3,5,0,177,250
4724,v1,RRM-1,1,1,58,32,INIT,ACTIVE,1,2,3,1,94,250
4725,v2,RRM-3,1,1,16,36,INIT,ACTIVE,1,3,2,1,27,250
4726,v1,RRM-2,1,1,8,55,ACTIVE,IDLE,0,2,5,1,318,250
4727,v3,RRM-3,1,1,10,25,ACTIVE,IDLE,1,2,3,1,155,250
4728,v3,RRM-1,1,1,68,99,INIT,ACTIVE,0,1,1,0,226,250
4729,v3,RRM-3,1,1,5,26,ACTIVE,IDLE,1,5,4,0,247,250
4730,v2,RRM-2,1,1,92,95,ACTIVE,IDLE,0,1,2,1,23,250
4731,v1,RRM-3,1,1,2,24,ACTIVE,IDLE,0,1,1,0,199,250
4732,v3,RRM-0,1,1,0,54,ACTIVE,IDLE,0,5,5,1,139,250
4733,v2,RRM-1,1,1,65,74,IDLE,INIT,0,5,5,0,62,250
4734,v1,RRM-3,1,1,35,51,INIT,ACTIVE,0,5,1,1,195,250
4735,v1,RRM-3,1,1,55,98,IDLE,INIT,0,1,2,1,168,250
4736,v3,RRM-1,1,1,28,60,INIT,ACTIVE,1,5,3,1,73,250
4737,v3,RRM-4,1,1,17,35,ACTIVE,IDLE,0,4,3,1,416,250
4738,v9,RRM-2,1,1,9,81,ACTIVE,IDLE,0,5,1,1,62,250
4739,v2,RRM-1,1,1,90,99,ACTIVE,IDLE,1,5,2,0,197,250
4740,v3,RRM-1,1,1,56,98,ACTIVE,IDLE,1,1,5,0,281,250
4741,v3,RRM-1,1,1,30,76,INIT,ACTIVE,0,3,2,1,10,250
4742,v3,RRM-4,0,1,45,89,ACTIVE,IDLE,1,2,1,1,74,250
4743,v3,RRM-3,1,0,37,57,ACTIVE,IDLE,1,2,3,1,204,250
4744,v1,RRM-2,1,0,42,98,INIT,ACTIVE,1,3,2,1,93,250
4745,v1,RRM-1,1,1,24,96,IDLE,INIT,0,5,2,1,95,250
4746,v3,RRM-3,1,1,70,72,IDLE,INIT,1,1,1,1,65,250
4747,v0,RRM-1,1,1,14,21,ACTIVE,IDLE,1,5,1,1,167,250
4748,v3,RRM-4,1,1,15,100,ACTIVE,IDLE,0,4,3,1,198,250
4749,v2,RRM-0,1,1,25,26,ACTIVE,IDLE,1,1,5,1,119,250
4750,v1,RRM-2,1,1,59,57,INIT,ACTIVE,1,2,5,0,18,250
4751,v2,RRM-3,1,1,12,32,ACTIVE,IDLE,1,3,2,1,242,250
4752,v3,RRM-3,1,0,26,79,ACTIVE,IDLE,0,2,2,1,173,250
4753,v1,RRM-4,1,1,27,67,ACTIVE,IDLE,0,5,5,1,57,250
4754,v1,RRM-3,1,1,32,86,ACTIVE,IDLE,0,1,5,1,106,250
4755,v3,RRM-0,1,1,19,46,IDLE,INIT,1,3,5,0,115,250
4756,v1,RRM-2,1,1,24,39,IDLE,INIT,1,1,5,0,201,250
4757,v2,RRM-1,1,1,36,97,ACTIVE,ACTIVE,1,4,1,1,139,250
4758,v3,RRM-4,1,1,24,45,INIT,ACTIVE,1,4,1,1,488,250
4759,v1,RRM-1,1,1,20,84,IDLE,INIT,0,4,2,1,198,250
4760,v1,RRM-2,1,1,26,61,INIT,ACTIVE,1,2,3,1,164,250
4761,v9,RRM-2,1,1,4,71,INIT,ACTIVE,1,3,3,1,136,250
4762,v3,UNREG-9,1,1,61,100,ACTIVE,IDLE,1,1,4,0,217,250
4763,v2,RRM-1,1,1,37,42,ACTIVE,IDLE,0,1,4,0,219,250
4764,v3,RRM-2,1,0,4,46,ACTIVE,IDLE,1,3,3,1,228,250
4765,v3,RRM-1,1,1,17,56,INIT,ACTIVE,1,5,2,1,458,250
4766,v3,RRM-1,1,1,15,78,INIT,ACTIVE,1,2,1,1,45,250
4767,v1,RRM-4,1,1,20,68,INIT,ACTIVE,1,5,3,1,29,250
4768,v2,RRM-1,1,0,13,93,IDLE,INIT,1,1,4,0,13,250
4769,v3,RRM-4,1,1,42,88,ACTIVE,IDLE,0,3,2,1,492,250
4770,v1,RRM-4,1,1,0,39,ACTIVE,IDLE,0,4,2,1,205,250
4771,v3,RRM-3,1,1,64,59,IDLE,INIT,1,1,5,0,74,250
4772,v2,RRM-4,0,1,79,89,INIT,ACTIVE,1,1,1,0,97,250
4773,v2,RRM-2,1,1,26,68,ACTIVE,IDLE,0,2,1,1,192,250
4774,v3,RRM-1,1,1,36,37,ACTIVE,IDLE,1,2,4,1,137,250
4775,v1,RRM-2,1,1,52,96,ACTIVE,INIT,1,4,3,1,138,250
4776,v1,RRM-1,0,1,17,46,IDLE,INIT,1,3,3,0,221,250
4777,v2,RRM-1,1,1,21,36,INIT,ACTIVE,1,4,5,1,199,250
4778,v3,RRM-3,1,1,11,58,ACTIVE,IDLE,0,1,4,0,292,250
4779,v3,RRM-4,1,1,24,81,INIT,ACTIVE,1,2,5,1,71,250
4780,v1,RRM-3,1,1,34,35,ACTIVE,IDLE,1,4,3,0,202,250
4781,v3,RRM-1,1,1,44,100,INIT,ACTIVE,0,2,4,1,108,250
4782,v2,RRM-1,1,1,18,61,ACTIVE,IDLE,1,4,2,1,100,250
4783,v1,RRM-4,1,1,50,71,ACTIVE,IDLE,1,4,5,1,112,250
4784,v2,RRM-3,1,1,33,46,ACTIVE,IDLE,1,5,3,0,218,250
4785,v3,RRM-4,1,1,42,57,INIT,IDLE,1,5,5,0,133,250
4786,v2,RRM-3,1,1,24,88,ACTIVE,IDLE,1,5,3,0,68,250
4787,v1,UNREG-9,1,1,18,25,INIT,ACTIVE,1,5,1,1,66,250
4788,v1,RRM-4,1,1,72,72,IDLE,INIT,0,3,1,1,183,250
4789,v1,RRM-3,1,1,5,81,ACTIVE,IDLE,1,1,5,1,243,250
4790,v3,RRM-1,1,0,88,96,ACTIVE,IDLE,0,5,2,1,203,250
4791,v1,RRM-2,0,1,9,59,INIT,ACTIVE,1,3,1,1,119,250
4792,v2,RRM-2,1,1,2,26,IDLE,INIT,0,4,2,1,221,250
4793,v1,RRM-1,1,1,21,33,ACTIVE,ACTIVE,1,1,5,1,131,250
4794,v3,RRM-4,1,1,17,69,INIT,IDLE,1,5,1,1,14,250
4795,v1,RRM-2,1,1,2,25,INIT,ACTIVE,1,5,1,1,164,250
4796,v3,RRM-4,1,1,26,34,IDLE,IDLE,1,1,4,0,215,250
4797,v3,RRM-4,1,1,31,44,INIT,ACTIVE,0,4,1,1,195,250
4798,v2,RRM-1,1,1,5,21,ACTIVE,IDLE,1,3,2,0,210,250
4799,v1,RRM-1,1,1,51,73,ACTIVE,IDLE,0,3,1,1,230,250
4800,v1,RRM-4,1,1,25,50,INIT,ACTIVE,1,3,1,1,79,250
4801,v1,RRM-2,1,1,4,43,INIT,ACTIVE,0,3,3,0,15,250
4802,v3,RRM-1,1,1,47,49,ACTIVE,IDLE,1,2,4,1,77,250
4803,v1,RRM-1,1,1,16,71,INIT,ACTIVE,1,1,4,1,119,250
4804,v1,RRM-2,1,1,7,49,IDLE,INIT,0,5,1,1,223,250
4805,v2,RRM-3,1,1,15,20,INIT,ACTIVE,1,4,3,1,237,250
4806,v1,RRM-1,1,1,23,62,IDLE,INIT,1,5,4,1,8,250
4807,v2,UNREG-9,1,1,0,32,IDLE,INIT,1,2,4,0,169,250
4808,v2,RRM-3,1,0,43,85,IDLE,INIT,1,1,5,0,248,250
4809,v1,RRM-2,1,1,98,60,INIT,ACTIVE,1,5,1,1,147,250
4810,v1,RRM-3,1,1,6,39,IDLE,INIT,0,4,2,1,99,250
4811,v1,RRM-1,1,1,28,31,IDLE,INIT,1,2,3,1,112,250
4812,v3,RRM-1,1,1,7,42,IDLE,INIT,1,3,4,0,483,250
4813,v3,RRM-3,1,1,47,68,ACTIVE,IDLE,1,3,1,0,102,250
4814,v3,RRM-3,1,1,8,78,ACTIVE,IDLE,1,4,5,0,138,250
4815,v1,RRM-4,1,1,13,56,ACTIVE,IDLE,1,5,3,0,220,250
4816,v2,RRM-2,1,1,16,22,INIT,ACTIVE,1,5,3,1,43,250
4817,v3,RRM-1,1,1,73,79,IDLE,INIT,1,2,4,1,150,250
4818,v0,RRM-2,1,1,73,81,INIT,ACTIVE,1,1,3,0,97,250
4819,v1,RRM-2,1,1,41,64,INIT,ACTIVE,1,2,3,1,485,250
4820,v1,RRM-4,1,1,52,99,IDLE,INIT,1,4,4,0,33,250
4821,v1,RRM-1,1,1,32,100,IDLE,INIT,0,1,4,1,98,250
4822,v3,RRM-4,1,0,14,23,INIT,ACTIVE,1,4,2,1,115,250
4823,v1,RRM-4,1,1,38,77,INIT,ACTIVE,1,4,4,1,193,250
4824,v2,RRM-4,1,1,1,93,INIT,ACTIVE,1,4,3,1,60,250
4825,v2,RRM-0,1,1,53,81,ACTIVE,IDLE,1,5,2,1,207,250
4826,v9,RRM-1,1,1,57,59,IDLE,INIT,1,1,5,1,216,250
4827,v2,RRM-1,1,1,13,75,INIT,ACTIVE,1,2,2,0,114,250
4828,v3,RRM-3,1,1,18,87,IDLE,INIT,1,2,5,0,233,250
4829,v2,RRM-3,1,1,53,64,INIT,ACTIVE,0,5,2,1,105,250
4830,v3,RRM-1,1,1,8,21,INIT,ACTIVE,1,4,5,1,64,250
4831,v3,RRM-2,1,1,63,45,IDLE,INIT,1,3,5,1,10,250
4832,v3,RRM-1,1,1,43,54,ACTIVE,IDLE,0,4,2,1,169,250
4833,v1,UNREG-9,1,1,8,54,ACTIVE,IDLE,1,5,3,1,166,250
4834,v3,RRM-4,1,1,9,61,INIT,ACTIVE,1,2,3,0,163,250
4835,v2,RRM-1,1,1,32,40,IDLE,INIT,1,5,5,0,235,250
4836,v3,RRM-4,1,1,10,78,INIT,INIT,1,3,5,1,44,250
4837,v3,RRM-1,1,1,69,94,INIT,ACTIVE,0,3,1,1,214,250
4838,v1,RRM-2,0,1,13,31,ACTIVE,IDLE,1,5,1,1,223,250
4839,v1,RRM-4,1,1,37,36,INIT,ACTIVE,1,5,3,1,94,250
4840,v1,RRM-2,1,1,7,81,IDLE,INIT,1,3,2,1,159,250
4841,v1,RRM-4,1,1,80,40,INIT,ACTIVE,1,2,1,1,122,250
4842,v3,RRM-1,1,0,5,22,INIT,ACTIVE,1,4,3,1,147,250
4843,v3,RRM-1,1,1,24,95,IDLE,INIT,1,5,2,1,175,250
4844,v2,RRM-2,1,0,14,98,INIT,ACTIVE,1,1,5,0,245,250
4845,v1,RRM-3,1,1,59,99,INIT,ACTIVE,1,1,2,0,8,250
4846,v2,RRM-1,1,1,9,64,ACTIVE,IDLE,1,3,2,0,43,250
4847,v2,RRM-3,1,1,41,72,INIT,ACTIVE,1,2,5,1,222,250
4848,v3,RRM-3,1,1,72,41,IDLE,INIT,1,4,5,0,222,250
4849,v1,RRM-4,1,1,17,64,IDLE,INIT,1,3,4,1,224,250
4850,v3,RRM-0,1,1,13,28,INIT,ACTIVE,1,4,3,1,137,250
4851,v0,RRM-3,1,1,28,33,ACTIVE,IDLE,1,4,2,1,12,250
4852,v1,RRM-4,1,1,67,71,IDLE,INIT,1,3,5,1,415,250
4853,v3,RRM-3,1,1,40,44,ACTIVE,IDLE,1,5,3,1,267,250
4854,v1,RRM-4,1,1,18,37,IDLE,INIT,0,1,4,1,69,250
4855,v1,RRM-1,1,1,73,80,ACTIVE,IDLE,1,2,2,0,99,250
4856,v2,RRM-4,1,1,2,57,INIT,ACTIVE,1,3,2,1,172,250
4857,v1,RRM-3,1,1,58,63,INIT,ACTIVE,0,1,1,1,32,250
4858,v2,RRM-1,1,0,7,79,INIT,ACTIVE,1,5,3,1,56,250
4859,v2,RRM-2,1,1,23,44,ACTIVE,IDLE,1,1,5,1,109,250
4860,v1,RRM-2,1,1,36,97,INIT,ACTIVE,1,1,5,1,52,250
4861,v3,RRM-3,1,1,33,36,ACTIVE,IDLE,1,3,1,1,262,250
4862,v3,RRM-1,0,1,14,62,ACTIVE,IDLE,1,5,1,1,186,250
4863,v2,RRM-1,1,1,22,82,INIT,ACTIVE,1,3,2,1,236,250
4864,v3,RRM-1,1,1,11,89,ACTIVE,IDLE,1,4,3,0,17,250
4865,v1,RRM-1,1,1,66,96,ACTIVE,IDLE,1,4,5,1,109,250
4866,v2,RRM-3,0,1,18,49,INIT,ACTIVE,1,2,2,0,26,250
4867,v2,RRM-2,1,1,31,37,IDLE,IDLE,1,2,5,1,125,250
4868,v2,RRM-3,1,0,34,37,INIT,ACTIVE,1,2,2,1,65,250
4869,v3,RRM-2,1,1,59,35,INIT,ACTIVE,1,1,4,0,7,250
4870,v3,RRM-3,1,1,62,75,INIT,ACTIVE,1,3,5,1,184,250
4871,v1,RRM-2,1,1,26,62,INIT,ACTIVE,1,3,5,0,186,250
4872,v3,RRM-3,0,1,25,98,INIT,ACTIVE,1,3,3,1,224,250
4873,v2,RRM-2,1,1,32,88,IDLE,INIT,1,1,3,0,216,250
4874,v2,RRM-2,1,1,66,71,INIT,ACTIVE,0,5,1,1,119,250
4875,v3,RRM-2,1,1,63,81,IDLE,INIT,1,5,3,1,230,250
4876,v3,RRM-4,1,0,14,63,IDLE,INIT,1,5,3,1,214,250
4877,v1,RRM-1,1,1,76,97,ACTIVE,IDLE,0,4,2,1,18,250
4878,v1,RRM-0,1,1,24,44,INIT,ACTIVE,1,3,5,1,167,250
4879,v1,RRM-2,1,1,75,98,ACTIVE,IDLE,1,5,2,1,54,250
4880,v1,RRM-1,1,1,17,27,IDLE,INIT,0,1,3,1,140,250
4881,v1,RRM-4,1,1,15,24,IDLE,INIT,1,4,5,0,8,250
4882,v1,RRM-0,1,1,13,48,INIT,ACTIVE,1,4,3,1,39,250
4883,v1,RRM-1,1,1,3,63,INIT,ACTIVE,0,3,4,0,169,250
4884,v2,RRM-1,1,1,34,79,IDLE,INIT,0,5,5,0,205,250
4885,v0,RRM-3,1,1,17,29,ACTIVE,IDLE,0,3,5,0,95,250
4886,v1,RRM-3,1,0,33,69,ACTIVE,IDLE,1,5,4,1,173,250
4887,v1,RRM-3,1,1,30,41,INIT,INIT,1,3,2,1,224,250
4888,v2,RRM-2,1,1,51,93,IDLE,INIT,0,3,4,0,238,250
4889,v1,RRM-0,1,1,7,22,INIT,ACTIVE,1,5,4,1,208,250
4890,v3,RRM-1,1,1,49,56,INIT,ACTIVE,1,4,4,1,208,250
4891,v1,RRM-1,1,1,48,21,ACTIVE,IDLE,0,3,2,1,243,250
4892,v1,RRM-4,1,1,27,85,INIT,ACTIVE,0,1,3,1,196,250
4893,v3,RRM-3,1,0,23,27,IDLE,INIT,1,2,4,0,120,250
4894,v1,RRM-4,1,0,89,96,IDLE,INIT,1,2,3,1,18,250
4895,v1,RRM-1,1,1,50,56,IDLE,IDLE,1,5,5,0,139,250
4896,v3,RRM-3,1,1,14,45,IDLE,INIT,1,3,5,1,54,250
4897,v2,RRM-4,1,1,6,56,INIT,ACTIVE,1,2,4,1,19,250
4898,v0,RRM-4,1,1,12,52,INIT,ACTIVE,1,1,5,0,45,250
4899,v3,RRM-3,1,1,17,21,INIT,ACTIVE,1,4,1,1,325,250
4900,v3,RRM-2,1,1,18,26,INIT,ACTIVE,1,5,2,1,37,250
4901,v3,RRM-4,1,0,30,69,INIT,ACTIVE,1,5,3,1,232,250
4902,v2,RRM-4,1,1,48,49,IDLE,INIT,0,3,5,1,200,250
4903,v9,RRM-4,1,1,27,27,IDLE,INIT,1,2,5,0,192,250
4904,v2,RRM-2,1,1,22,51,INIT,ACTIVE,1,5,3,1,55,250
4905,v2,RRM-1,1,1,20,47,INIT,ACTIVE,1,4,3,1,158,250
4906,v1,RRM-4,1,1,56,89,ACTIVE,IDLE,1,5,1,0,11,250
4907,v1,RRM-4,1,1,42,70,IDLE,INIT,1,2,1,1,17,250
4908,v3,RRM-2,1,1,35,61,ACTIVE,IDLE,1,4,1,0,228,250
4909,v3,RRM-1,0,1,3,34,IDLE,INIT,1,1,2,0,47,250
4910,v3,RRM-2,0,1,50,50,ACTIVE,IDLE,0,1,4,0,144,250
4911,v3,RRM-3,1,1,20,31,INIT,ACTIVE,0,2,4,0,125,250
4912,v1,RRM-0,1,1,16,59,ACTIVE,IDLE,1,3,5,1,57,250
4913,v9,RRM-3,1,1,72,77,ACTIVE,IDLE,0,2,2,0,117,250
4914,v1,RRM-3,1,0,3,83,IDLE,INIT,0,1,3,1,45,250
4915,v3,RRM-2,1,0,11,31,INIT,ACTIVE,1,2,4,0,223,250
4916,v3,RRM-3,1,1,15,38,INIT,ACTIVE,1,3,2,1,15,250
4917,v9,RRM-1,1,1,59,92,IDLE,INIT,1,5,1,1,169,250
4918,v1,RRM-2,1,1,20,40,ACTIVE,INIT,1,3,4,0,156,250
4919,v2,RRM-1,1,0,14,62,ACTIVE,IDLE,1,3,1,1,182,250
4920,v1,RRM-4,1,1,16,68,IDLE,INIT,0,4,3,1,234,250
4921,v3,RRM-4,1,0,10,93,INIT,ACTIVE,1,5,4,1,65,250
4922,v3,RRM-2,1,1,56,94,IDLE,ACTIVE,1,2,4,0,156,250
4923,v1,RRM-2,1,1,16,82,ACTIVE,IDLE,1,5,2,0,247,250
4924,v3,RRM-4,1,1,3,87,INIT,ACTIVE,1,5,4,1,131,250
4925,v3,RRM-2,1,1,79,91,INIT,ACTIVE,1,2,3,1,95,250
4926,v3,RRM-1,1,1,20,76,INIT,ACTIVE,1,3,4,1,62,250
4927,v3,UNREG-9,1,1,34,48,ACTIVE,IDLE,0,4,3,1,207,250
4928,v1,RRM-4,1,1,41,87,INIT,ACTIVE,1,3,4,1,147,250
4929,v1,RRM-2,1,1,8,36,INIT,ACTIVE,1,1,5,1,242,250
4930,v1,RRM-1,1,1,37,59,INIT,ACTIVE,1,5,4,1,279,250
4931,v1,RRM-3,1,1,17,21,INIT,ACTIVE,1,5,3,1,203,250
4932,v2,RRM-2,1,1,3,24,ACTIVE,IDLE,1,3,5,0,75,250
4933,v3,RRM-2,1,1,39,97,ACTIVE,IDLE,1,3,4,0,411,250
4934,v2,RRM-1,1,1,25,87,ACTIVE,IDLE,1,2,1,1,8,250
4935,v2,RRM-4,1,1,26,47,ACTIVE,IDLE,1,1,5,0,146,250
4936,v2,RRM-2,1,1,51,79,IDLE,INIT,0,1,5,0,42,250
4937,v1,RRM-4,1,1,24,22,INIT,ACTIVE,1,5,2,1,161,250
4938,v3,RRM-1,1,1,21,58,INIT,IDLE,1,1,1,1,225,250
4939,v1,RRM-4,1,1,77,85,IDLE,INIT,0,3,5,1,82,250
4940,v1,RRM-1,0,1,59,64,IDLE,INIT,0,5,5,0,152,250
4941,v0,RRM-3,1,1,22,26,ACTIVE,IDLE,0,5,2,1,38,250
4942,v1,RRM-1,1,1,86,92,INIT,ACTIVE,1,2,5,1,261,250
4943,v2,RRM-4,1,1,23,59,ACTIVE,IDLE,1,2,1,0,34,250
4944,v1,RRM-2,1,1,15,95,INIT,ACTIVE,1,1,3,0,98,250
4945,v3,RRM-4,1,1,34,61,ACTIVE,IDLE,0,2,3,1,152,250
4946,v1,RRM-2,1,1,24,24,INIT,ACTIVE,0,1,3,1,17,250
4947,v1,RRM-0,1,1,16,40,ACTIVE,IDLE,1,4,2,1,141,250
4948,v3,RRM-0,1,1,16,30,ACTIVE,IDLE,1,4,4,1,77,250
4949,v3,RRM-1,1,1,21,28,ACTIVE,ACTIVE,1,2,4,0,225,250
4950,v3,RRM-2,1,1,25,35,INIT,ACTIVE,1,5,3,1,262,250
4951,v1,RRM-3,1,1,10,37,ACTIVE,IDLE,0,5,5,1,58,250
4952,v3,RRM-4,1,1,44,54,ACTIVE,IDLE,1,4,5,0,189,250
4953,v1,RRM-1,0,1,83,90,IDLE,INIT,1,5,5,1,100,250
4954,v3,RRM-1,1,1,17,48,INIT,ACTIVE,1,4,3,1,182,250
4955,v2,RRM-3,1,0,37,48,ACTIVE,IDLE,1,3,1,1,220,250
4956,v3,RRM-2,1,1,14,47,INIT,ACTIVE,1,3,5,0,62,250
4957,v3,UNREG-9,1,1,23,28,ACTIVE,IDLE,1,2,3,1,250,250
4958,v0,RRM-2,1,1,0,22,IDLE,INIT,1,2,4,0,238,250
4959,v3,RRM-1,1,1,44,50,ACTIVE,IDLE,0,2,4,0,338,250
4960,v1,RRM-3,1,1,34,59,ACTIVE,INIT,1,5,3,1,124,250
4961,v3,RRM-4,1,1,87,50,ACTIVE,IDLE,0,1,1,1,245,250
4962,v2,RRM-0,1,1,6,61,IDLE,INIT,1,4,5,1,241,250
4963,v1,RRM-4,1,1,56,38,INIT,ACTIVE,1,5,4,1,99,250
4964,v2,RRM-2,1,1,64,89,ACTIVE,IDLE,1,3,2,1,284,250
4965,v1,RRM-1,1,1,20,22,ACTIVE,IDLE,1,3,2,0,218,250
4966,v3,RRM-1,0,1,33,91,ACTIVE,IDLE,1,2,4,0,86,250
4967,v2,RRM-2,1,1,59,60,INIT,ACTIVE,1,5,3,1,64,250
4968,v2,RRM-4,1,1,30,43,ACTIVE,IDLE,0,3,4,0,134,250
4969,v3,RRM-3,1,1,4,24,INIT,ACTIVE,1,2,2,1,418,250
4970,v1,RRM-4,1,1,70,72,INIT,ACTIVE,1,4,1,1,344,250
4971,v1,RRM-3,0,1,25,62,IDLE,INIT,0,2,4,1,243,250
4972,v2,RRM-2,1,1,22,48,INIT,ACTIVE,1,4,3,1,152,250
4973,v2,RRM-0,1,1,1,28,ACTIVE,IDLE,0,1,5,0,51,250
4974,v2,RRM-1,1,1,8,35,ACTIVE,IDLE,1,3,1,0,212,250
4975,v3,RRM-2,1,1,5,61,IDLE,INIT,1,5,5,0,204,250
4976,v3,RRM-3,0,1,37,54,IDLE,INIT,0,3,4,1,25,250
4977,v2,RRM-2,1,1,23,30,IDLE,INIT,1,3,2,1,84,250
4978,v2,RRM-1,1,1,16,66,IDLE,INIT,0,4,5,0,90,250
4979,v1,RRM-4,1,1,0,43,ACTIVE,IDLE,0,3,3,0,125,250
4980,v1,RRM-2,1,1,30,78,IDLE,INIT,1,2,4,0,178,250
4981,v2,RRM-2,1,1,11,45,ACTIVE,IDLE,1,5,4,0,46,250
4982,v0,RRM-1,1,1,64,95,INIT,ACTIVE,1,2,4,1,30,250
4983,v2,RRM-3,1,1,46,67,INIT,INIT,1,4,5,1,100,250
4984,v1,RRM-4,1,1,83,95,ACTIVE,IDLE,1,1,5,0,203,250
4985,v1,RRM-0,1,1,12,25,ACTIVE,IDLE,1,4,5,1,122,250
4986,v2,RRM-2,1,1,49,79,IDLE,INIT,0,5,3,1,305,250
4987,v1,RRM-3,1,1,3,72,INIT,ACTIVE,1,1,3,1,94,250
4988,v2,RRM-3,1,1,3,95,ACTIVE,IDLE,0,2,5,0,5,250
4989,v0,RRM-3,1,1,58,96,INIT,ACTIVE,1,4,4,1,92,250
4990,v2,RRM-1,1,1,17,77,INIT,IDLE,1,1,1,1,7,250
4991,v1,RRM-2,1,1,16,60,ACTIVE,IDLE,1,2,1,0,139,250
4992,v2,RRM-4,0,1,47,89,INIT,ACTIVE,1,1,5,0,232,250
4993,v1,RRM-4,1,1,45,54,IDLE,INIT,1,1,3,1,418,250
4994,v2,RRM-4,1,1,11,56,INIT,ACTIVE,0,5,1,1,23,250
4995,v2,RRM-4,1,1,33,79,IDLE,INIT,0,4,3,1,83,250
4996,v1,RRM-1,1,1,11,24,ACTIVE,IDLE,0,4,5,1,217,250
4997,v2,RRM-1,1,1,34,42,ACTIVE,IDLE,0,1,2,1,114,250
4998,v3,RRM-1,1,1,72,74,ACTIVE,IDLE,0,1,2,1,41,250
4999,v9,RRM-1,1,1,15,72,INIT,ACTIVE,1,2,3,1,143,250
5000,v1,RRM-4,1,0,16,28,IDLE,INIT,0,4,1,1,43,250
5001,v3,RRM-2,1,1,19,42,ACTIVE,IDLE,1,5,4,0,175,250
5002,v1,RRM-3,1,1,33,35,IDLE,INIT,0,4,3,1,213,250
5003,v2,RRM-1,0,1,31,36,IDLE,INIT,0,2,3,1,106,250
5004,v9,RRM-4,1,1,72,85,INIT,ACTIVE,1,1,2,0,183,250
5005,v1,RRM-3,1,1,9,77,IDLE,INIT,0,4,5,1,90,250
5006,v3,RRM-2,1,1,32,39,INIT,ACTIVE,0,4,2,1,245,250
5007,v1,RRM-4,1,1,23,81,IDLE,INIT,1,5,4,1,49,250
5008,v2,RRM-3,1,1,27,41,ACTIVE,IDLE,1,3,2,0,9,250
5009,v1,RRM-3,1,1,56,86,INIT,ACTIVE,1,4,4,0,109,250
5010,v3,RRM-2,0,1,54,66,INIT,ACTIVE,1,1,1,1,132,250
5011,v2,RRM-4,1,1,55,83,INIT,ACTIVE,1,5,3,1,359,250
5012,v2,RRM-0,1,1,10,45,ACTIVE,IDLE,0,2,4,1,38,250
