track_number,icao24,callsign,origin_country,position_source,mode3a_code,emergency_squawk,spi,iff_mode,flight_plan_correlated,on_ground,baro_altitude_ft,geo_altitude_ft,ground_speed_kts,track_angle_deg,vertical_rate_fpm,latitude_deg,longitude_deg,in_restricted_zone,corridor_compliant,origin_known,sensor_platform,sensor_latitude,sensor_longitude,sensor_true_altitude_ft,slant_range_m,track_confidence
1618,d58fd9,DLH433,France,ads_b,4705,0,0,mode3_valid,0,0,16522,16522,511,229,4794,47.43269,8.55525,1,1,1,GS-RADAR-02,47.5,9.0,1500,34563,0.864
1619,0c7f49,DLH972,,mlat,6460,0,0,mode3_invalid,0,0,33205,33205,445,180,4176,47.18079,9.48141,0,1,0,GS-RADAR-02,47.5,9.0,1500,51662,0.528
1620,22bd37,DLH545,Netherlands,ads_b,7500,1,0,emergency,0,0,36510,36510,292,351,-4218,47.01323,9.03877,0,1,1,GS-RADAR-02,47.5,9.0,1500,55245,0.826
1621,68124e,AFR970,Germany,asterix_radar,,0,0,no_response,1,0,1547,1547,281,29,4343,47.41749,8.52253,1,0,1,GS-RADAR-02,47.5,9.0,1500,37050,0.764
1622,3b6c2c,UNKNOWN,Germany,asterix_radar,,0,0,no_response,0,0,1846,1846,260,93,-399,47.00746,8.00013,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,19928,0.719
1623,1dff7a,BAW689,,ads_b,1063,0,0,mode3_valid,1,0,11367,11367,254,208,2790,46.5449,6.95182,0,1,0,GS-RADAR-01,47.0,7.5,1800,65666,0.888
1624,6c7043,N710,Switzerland,fused,3754,0,0,mode3_valid,1,0,1048,1048,278,51,-4692,46.89305,9.27685,0,1,1,GS-RADAR-02,47.5,9.0,1500,70656,0.911
1625,959e99,DLH21,Switzerland,ads_b,2542,0,0,mode3_valid,1,0,55,55,406,180,3796,47.4341,7.6684,0,1,1,GS-RADAR-01,47.0,7.5,1800,49919,0.904
1626,900a41,AUA60,Austria,ads_b,4351,0,0,mode3_valid,1,0,3311,3311,92,20,5634,46.74261,9.29972,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,85602,0.836
1627,d8cb55,BAW597,Netherlands,ads_b,7541,0,0,mode3_valid,1,0,10434,10434,242,217,-2922,46.907,8.24127,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,3969,0.883
1628,2bbac9,SWR297,Netherlands,ads_b,5551,0,1,mode3_valid,1,1,14150,14150,262,19,11141,46.75077,8.83448,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,51058,0.873
1629,2f4968,EJU725,Germany,asterix_radar,4500,0,1,mode3_invalid,1,0,17300,17300,369,278,-1159,46.58828,8.49128,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,41159,0.705
1630,f70ad5,EJU282,Switzerland,flarm,,0,0,no_response,1,1,23620,23620,111,352,-4356,46.98388,8.00788,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,17397,0.503
1631,b6dc45,AUA770,Netherlands,ads_b,1514,0,0,mode3_valid,1,0,35984,35984,389,138,4362,47.52485,7.68943,0,1,1,GS-RADAR-01,47.0,7.5,1800,60982,0.879
1632,3fa5e3,UNKNOWN,Netherlands,ads_b,5111,0,0,mode3_invalid,0,0,28435,28435,400,23,4289,46.90481,8.36029,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,12597,0.857
1633,139dbc,BAW594,Austria,fused,7366,0,0,mode3_valid,1,0,26500,26500,522,192,4868,46.82264,9.02196,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,63136,0.936
1634,030573,BAW502,,mlat,3533,0,0,mode3_invalid,1,0,15720,15720,247,81,5010,46.62789,9.02936,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,70047,0.537
1635,ffd800,SWR981,Netherlands,ads_b,6350,0,0,mode3_valid,1,0,36532,36532,214,150,5753,47.36735,7.34094,0,1,1,GS-RADAR-01,47.0,7.5,1800,43876,0.874
1636,bbfeb9,N102,France,ads_b,5333,0,0,mode3_valid,1,1,36433,36433,470,8,-585,47.43635,8.57362,1,1,1,GS-RADAR-02,47.5,9.0,1500,34506,0.895
1637,0da496,EJU278,Austria,ads_b,3260,0,0,mode3_valid,1,0,7624,7624,478,60,2481,47.17741,7.01186,0,1,1,GS-RADAR-01,47.0,7.5,1800,41929,0.855
1638,d0294c,AFR300,Netherlands,asterix_radar,4210,0,0,mode3_invalid,1,0,13696,13696,158,204,-3560,47.1173,7.41184,0,1,1,GS-RADAR-01,47.0,7.5,1800,15095,0.666
1639,89d696,DLH994,Austria,asterix_radar,1000,0,0,mode3_invalid,0,0,26857,26857,386,208,1360,47.01256,7.98449,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,20772,0.687
1640,42aedb,SWR570,Austria,ads_b,5700,0,0,mode3_valid,1,0,27632,27632,456,224,-5287,46.86403,8.22113,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,5214,0.88
1641,ed3f95,UNKNOWN,Switzerland,ads_b,6346,0,1,mode3_invalid,0,0,28504,28504,341,174,3756,47.01556,7.97422,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,21656,0.831
1642,d65f77,N360,France,fused,1356,0,0,mode3_valid,1,0,36153,36153,491,10,5653,46.78161,6.70248,0,1,1,GS-RADAR-01,47.0,7.5,1800,66121,0.918
1643,8f1751,UNKNOWN,,ads_b,7521,0,0,mode3_invalid,0,0,8008,8008,265,250,3659,47.50089,8.54335,1,1,0,GS-RADAR-02,47.5,9.0,1500,34361,0.875
1644,722423,DLH358,Austria,ads_b,1777,0,0,mode3_valid,1,0,1002,1002,509,297,891,46.51154,6.90386,0,1,1,GS-RADAR-01,47.0,7.5,1800,70798,0.852
1645,a4bd73,BAW261,France,fused,7164,0,1,mode3_valid,1,0,22307,22307,423,167,5407,46.72354,8.02725,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,23655,0.929
1646,c09b91,SWR459,,ads_b,5652,0,0,mode3_valid,1,0,14001,14001,268,357,5028,47.4188,8.5899,1,1,0,GS-RADAR-02,47.5,9.0,1500,32351,0.86
1647,9bb31e,AUA800,Germany,asterix_radar,2663,0,0,mode3_invalid,1,0,11349,11349,561,326,-4870,47.27249,9.42481,0,1,1,GS-RADAR-02,47.5,9.0,1500,40888,0.713
1648,591215,BAW791,Germany,fused,6617,0,1,mode3_valid,1,0,13725,13725,206,113,-4699,46.97748,7.99928,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,17553,0.961
1649,62e40c,BAW754,,ads_b,7700,1,0,emergency,0,0,29776,29776,527,39,1248,46.78899,7.07,0,1,0,GS-RADAR-01,47.0,7.5,1800,41118,0.867
1650,8d49c0,AFR533,Italy,ads_b,5551,0,0,mode3_valid,1,0,11010,11010,497,159,-757,47.13303,8.24034,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,26178,0.833
1651,d4e671,UNKNOWN,Netherlands,asterix_radar,1473,0,0,mode3_invalid,0,0,37554,37554,219,197,345,46.63105,6.78275,0,1,1,GS-RADAR-01,47.0,7.5,1800,69143,0.673
1652,edb85c,N268,,ads_b,3475,0,0,mode3_valid,1,0,23323,23323,168,230,5560,47.11418,7.36705,0,1,0,GS-RADAR-01,47.0,7.5,1800,17483,0.861
1653,4bbf92,EJU404,,ads_b,4660,0,0,mode3_valid,1,0,1819,1819,175,136,4673,47.41916,8.57377,1,0,0,GS-RADAR-02,47.5,9.0,1500,33281,0.916
1654,1faf46,SWR165,Italy,asterix_radar,1713,0,0,mode3_invalid,0,0,420,420,743,280,5157,46.88003,8.48263,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,22246,0.746
1655,3c3913,N834,Italy,fused,3042,0,0,mode3_valid,1,0,5818,5818,169,197,4683,47.09933,7.85205,0,1,1,GS-RADAR-01,47.0,7.5,1800,28895,0.943
1656,098ea8,UNKNOWN,Italy,ads_b,2441,0,0,mode3_invalid,0,0,10268,10268,546,54,342,47.35063,6.54599,0,1,1,GS-RADAR-01,47.0,7.5,1800,82014,0.883
1657,460196,SWR817,Germany,flarm,2217,0,0,mode3_invalid,1,0,25948,25948,147,165,-4064,46.59621,7.96967,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,38143,0.498
1658,8cedd4,AUA462,France,ads_b,3630,0,0,mode3_valid,1,0,1400,1400,416,241,-2594,47.67665,9.17003,0,1,1,GS-RADAR-02,47.5,9.0,1500,23418,0.876
1659,4f8ad3,AFR546,Switzerland,ads_b,,0,0,no_response,1,0,35881,35881,98,332,2207,46.96634,8.1573,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,9727,0.831
1660,733bbf,AUA70,Netherlands,ads_b,3054,0,0,mode3_valid,1,0,30062,30062,177,205,2764,47.11771,7.91865,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,32475,0.857
1661,23dc68,AUA19,France,fused,,0,0,no_response,1,0,20850,20850,517,265,3012,46.72941,8.38996,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,23864,0.895
1662,6cfff7,AFR418,Netherlands,ads_b,1266,0,0,mode3_valid,0,0,38193,38193,305,326,5423,46.55349,8.80036,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,60136,0.892
1663,9393f4,DLH468,Italy,fused,2451,0,0,mode3_valid,1,0,37811,37811,166,177,225,47.27814,8.66657,0,1,1,GS-RADAR-02,47.5,9.0,1500,36893,0.918
1664,373c3e,AUA987,France,asterix_radar,2127,0,0,mode3_invalid,0,1,12926,12926,370,163,2927,47.07976,9.22058,0,1,1,GS-RADAR-02,47.5,9.0,1500,49723,0.691
1665,94151d,UNKNOWN,Austria,ads_b,7375,0,0,mode3_invalid,0,0,29379,29379,426,230,-4602,47.614,7.14106,0,1,1,GS-RADAR-01,47.0,7.5,1800,73921,0.877
1666,e62fbb,AUA930,,ads_b,4721,0,0,mode3_valid,1,0,1421,1421,244,81,4220,46.69165,7.38962,0,1,0,GS-RADAR-01,47.0,7.5,1800,35299,0.865
1667,dafaad,DLH611,Germany,ads_b,7700,1,0,emergency,0,0,22968,22968,103,82,-5607,46.60762,6.78385,0,1,1,GS-RADAR-01,47.0,7.5,1800,70116,0.861
1668,74a6d5,BAW838,France,ads_b,4714,0,0,mode3_valid,1,0,3115,3115,96,263,1371,47.03363,7.99587,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21938,0.818
1669,218481,SWR990,France,ads_b,7667,0,0,mode3_valid,1,0,35181,35181,369,336,4092,46.97343,7.96801,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,20108,0.867
1670,699166,BAW156,Austria,fused,7164,0,0,mode3_valid,1,0,19488,19488,229,117,2042,47.74271,7.0704,0,1,1,GS-RADAR-01,47.0,7.5,1800,88859,0.863
1671,7fdd67,EJU353,,asterix_radar,3645,0,0,mode3_invalid,0,0,10081,10081,83,184,2949,47.52407,7.96224,0,1,0,GS-RADAR-01,47.0,7.5,1800,67962,0.728
1672,ceef1c,N127,Germany,fused,5415,0,0,mode3_valid,0,0,21512,21512,370,97,-184,47.43928,7.67504,0,1,1,GS-RADAR-01,47.0,7.5,1800,50957,0.904
1673,359757,BAW951,Italy,ads_b,1111,0,0,mode3_valid,1,0,38264,38264,548,22,869,47.62711,6.87949,0,1,1,GS-RADAR-01,47.0,7.5,1800,84700,0.889
1674,d28e42,AUA598,Netherlands,ads_b,7776,0,0,mode3_valid,1,0,11616,11616,535,184,5370,46.60725,8.19302,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,32614,0.886
1675,8768a8,AUA734,Italy,ads_b,5002,0,0,mode3_valid,0,0,16315,16315,91,281,-4492,47.69792,6.63045,0,1,1,GS-RADAR-01,47.0,7.5,1800,101653,0.874
1676,fa0a48,AUA758,France,mlat,5555,0,0,mode3_invalid,1,0,30055,30055,416,268,-3493,47.49334,8.92817,0,1,1,GS-RADAR-02,47.5,9.0,1500,10267,0.539
1677,0f8955,BAW25,Italy,ads_b,6145,0,0,mode3_valid,1,0,1427,1427,669,320,-5497,46.92474,7.92388,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21748,0.834
1678,d8d7c4,AUA667,Netherlands,asterix_radar,1572,0,0,mode3_invalid,1,0,13520,13520,410,319,1957,46.59095,8.25317,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,34629,0.739
1679,e5499f,N703,Austria,asterix_radar,,0,0,no_response,1,0,64,64,262,4,1035,46.93845,9.27,0,1,1,GS-RADAR-02,47.5,9.0,1500,65688,0.719
1680,93f874,SWR564,Germany,ads_b,7161,0,0,mode3_valid,1,0,12177,12177,440,50,-4243,46.95279,8.02314,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,14764,0.887
1681,8b03d0,BAW805,France,ads_b,1110,0,0,mode3_valid,0,0,10257,10257,270,300,5128,46.96161,8.02545,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15105,0.881
1682,b1dace,N283,,ads_b,2400,0,0,mode3_valid,1,0,9954,9954,144,298,-2914,47.59822,7.55461,0,1,0,GS-RADAR-01,47.0,7.5,1800,66692,0.865
1683,947aeb,SWR608,Germany,fused,1600,0,0,mode3_valid,0,0,3802,3802,317,22,5851,47.50027,9.08279,0,1,1,GS-RADAR-02,47.5,9.0,1500,6258,0.92
1684,0cffc6,UNKNOWN,,ads_b,1223,0,0,mode3_invalid,0,0,28460,28460,238,252,-5192,47.77743,7.01551,0,1,0,GS-RADAR-01,47.0,7.5,1800,94176,0.873
1685,e68d1a,DLH693,Austria,fused,4037,0,0,mode3_valid,1,0,29319,29319,275,182,-4701,47.45317,8.50375,1,0,1,GS-RADAR-02,47.5,9.0,1500,38600,0.952
1686,17294e,UNKNOWN,,ads_b,7433,0,0,mode3_invalid,0,0,29571,29571,190,346,4527,46.59278,7.05451,0,1,0,GS-RADAR-01,47.0,7.5,1800,57201,0.868
1687,2abb47,DLH476,Switzerland,ads_b,7725,0,0,mode3_valid,1,0,12549,12549,457,117,-2614,47.04307,7.97449,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,23422,0.891
1688,ee087e,DLH927,France,ads_b,3201,0,0,mode3_valid,1,0,19313,19313,97,74,-1008,47.31675,9.27016,0,1,1,GS-RADAR-02,47.5,9.0,1500,29291,0.854
1689,37e844,UNKNOWN,Austria,ads_b,6414,0,0,mode3_invalid,0,0,23519,23519,228,184,1595,47.63404,6.65705,0,1,1,GS-RADAR-01,47.0,7.5,1800,95142,0.834
1690,bbfcb6,EJU608,,mlat,2344,0,0,mode3_invalid,0,1,490,490,646,267,-3798,46.82502,9.3848,0,1,0,GS-RADAR-02,47.5,9.0,1500,80496,0.569
1691,bc26e8,N281,Austria,ads_b,7064,0,0,mode3_valid,1,0,21054,21054,193,60,5779,47.79438,7.30121,0,1,1,GS-RADAR-01,47.0,7.5,1800,89780,0.853
1692,909653,N342,France,flarm,7600,1,0,emergency,0,0,3425,3425,548,280,865,46.83281,8.96034,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,58454,0.495
1693,90c59d,AFR479,France,ads_b,5027,0,0,mode3_valid,0,0,23277,23277,399,234,2481,47.66108,6.66133,0,1,1,GS-RADAR-01,47.0,7.5,1800,97165,0.858
1694,e20be7,N857,Switzerland,asterix_radar,1076,0,0,mode3_invalid,1,0,30606,30606,147,269,4459,47.02267,7.98285,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,21734,0.726
1695,f315dd,N907,,fused,,0,0,no_response,1,0,19517,19517,164,359,4133,46.56021,9.06179,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,75775,0.907
1696,93ec5e,AFR540,France,ads_b,1016,0,0,mode3_valid,0,1,23178,23178,91,183,1526,47.22799,8.5724,0,1,1,GS-RADAR-02,47.5,9.0,1500,44672,0.824
1697,311905,UNKNOWN,Netherlands,ads_b,,0,0,no_response,0,0,3822,3822,541,266,1515,47.4895,8.57186,1,0,1,GS-RADAR-02,47.5,9.0,1500,32194,0.851
1698,0568ae,BAW918,France,asterix_radar,7277,0,0,mode3_invalid,1,0,5054,5054,501,204,-1090,47.4522,8.51155,1,1,1,GS-RADAR-02,47.5,9.0,1500,37109,0.713
1699,c2bc4f,SWR862,Germany,mlat,1121,0,0,mode3_invalid,1,0,33989,33989,540,114,-2632,47.03521,8.14235,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,16398,0.517
1700,31cdb8,AUA982,Austria,ads_b,5425,0,0,mode3_valid,1,0,19658,19658,434,16,469,47.25511,8.88136,0,1,1,GS-RADAR-02,47.5,9.0,1500,29187,0.879
1701,db3b15,SWR708,France,ads_b,6020,0,0,mode3_valid,0,0,30018,30018,355,232,3040,47.46746,8.98169,0,1,1,GS-RADAR-02,47.5,9.0,1500,9515,0.874
1702,693d5f,N682,Switzerland,ads_b,2740,0,0,mode3_valid,0,0,24999,24999,469,146,-734,46.81891,6.65821,0,1,1,GS-RADAR-01,47.0,7.5,1800,67411,0.876
1703,cff7e8,N168,Germany,ads_b,1775,0,0,mode3_valid,1,0,16084,16084,218,301,-2631,47.16726,8.35522,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31966,0.892
1704,8ad79a,AFR15,Austria,flarm,,0,1,no_response,1,0,8581,8581,226,267,-560,47.46678,8.50813,1,1,1,GS-RADAR-02,47.5,9.0,1500,37208,0.512
1705,33be10,DLH929,Netherlands,asterix_radar,3704,0,0,mode3_invalid,1,0,24100,24100,348,208,-3490,47.16523,9.48459,0,1,1,GS-RADAR-02,47.5,9.0,1500,52600,0.669
1706,07eb97,SWR323,Germany,ads_b,2721,0,0,mode3_valid,1,0,10520,10520,258,5,-2464,47.4411,8.50723,1,1,1,GS-RADAR-02,47.5,9.0,1500,37713,0.868
1707,b6261e,EJU97,Netherlands,fused,3735,0,0,mode3_valid,1,0,13439,13439,237,195,1961,46.87342,8.23913,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,4417,0.924
1708,55387c,DLH650,Switzerland,fused,1643,0,0,mode3_valid,1,0,4558,4558,538,351,-399,47.22037,7.13498,0,1,1,GS-RADAR-01,47.0,7.5,1800,36935,0.93
1709,4768ad,AUA917,Austria,ads_b,5701,0,0,mode3_valid,1,0,26945,26945,140,196,-304,47.71323,8.77005,0,1,1,GS-RADAR-02,47.5,9.0,1500,30323,0.845
1710,9f4086,AUA281,Netherlands,ads_b,7436,0,0,mode3_valid,1,0,7033,7033,263,359,2725,47.00969,8.01285,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,19018,0.822
1711,82ad8b,BAW505,,ads_b,6704,0,0,mode3_valid,0,0,32493,32493,311,304,-4351,47.09301,8.55734,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,34850,0.885
1712,785e92,EJU339,Austria,ads_b,,0,1,no_response,1,0,716,716,250,102,2331,47.22313,8.33221,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,37669,0.865
1713,925c01,EJU384,France,ads_b,6531,0,0,mode3_valid,1,0,9947,9947,515,163,2567,47.00221,7.95308,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,22056,0.828
1714,c8b72e,AFR425,Italy,ads_b,1142,0,0,mode3_valid,0,0,6242,6242,101,205,-5094,47.45468,8.59173,1,1,1,GS-RADAR-02,47.5,9.0,1500,31127,0.876
1715,ead3c5,N240,Austria,ads_b,,0,0,no_response,1,0,21473,21473,347,255,-2977,47.27547,8.11192,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,42292,0.895
1716,040f5a,AFR515,Austria,fused,7063,0,0,mode3_valid,1,0,30899,30899,175,90,3839,47.4322,8.53606,1,0,1,GS-RADAR-02,47.5,9.0,1500,36788,0.951
1717,227776,DLH489,Austria,asterix_radar,3126,0,0,mode3_invalid,1,0,27690,27690,257,288,-1055,46.69883,6.73459,0,1,1,GS-RADAR-01,47.0,7.5,1800,67615,0.702
1718,af0699,EJU266,France,asterix_radar,1351,0,0,mode3_invalid,0,0,37826,37826,224,297,863,47.43292,8.51681,1,0,1,GS-RADAR-02,47.5,9.0,1500,38697,0.683
1719,6772b7,DLH382,Italy,ads_b,,0,0,no_response,1,0,29641,29641,96,139,-4027,46.73486,8.35026,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,21920,0.881
1720,36d2da,N55,Italy,asterix_radar,7352,0,0,mode3_invalid,1,0,16339,16339,140,215,4792,47.48494,8.58088,1,1,1,GS-RADAR-02,47.5,9.0,1500,31856,0.672
1721,f79ca3,UNKNOWN,Austria,asterix_radar,4110,0,0,mode3_invalid,0,0,532,532,492,209,4100,47.07152,7.54222,0,1,1,GS-RADAR-01,47.0,7.5,1800,8581,0.75
1722,d71dc5,N298,France,ads_b,4011,0,0,mode3_valid,1,0,18460,18460,84,275,-1395,46.59792,8.15776,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,33744,0.83
1723,44d97b,BAW425,Switzerland,ads_b,6343,0,0,mode3_valid,1,0,20442,20442,459,264,-363,47.03495,8.03115,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,19745,0.855
1724,b9c301,N927,Italy,ads_b,3513,0,0,mode3_valid,1,0,30570,30570,251,60,-2060,47.51366,8.57453,1,1,1,GS-RADAR-02,47.5,9.0,1500,33198,0.874
1725,6ae395,UNKNOWN,Switzerland,asterix_radar,2763,0,0,mode3_invalid,0,0,31427,31427,301,262,2165,47.15296,8.56366,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,39594,0.737
1726,5bd025,SWR193,Italy,mlat,2410,0,0,mode3_invalid,1,0,10179,10179,194,352,-3053,47.28809,7.56904,0,1,1,GS-RADAR-01,47.0,7.5,1800,32557,0.557
1727,e4506a,UNKNOWN,Italy,asterix_radar,1245,0,0,mode3_invalid,0,0,32916,32916,504,34,-3188,46.9665,8.03341,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,15340,0.728
1728,13a792,DLH435,Germany,ads_b,2263,0,0,mode3_valid,1,0,29817,29817,243,45,-3489,46.61173,9.30085,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,89851,0.898
1729,43772b,AUA164,Netherlands,asterix_radar,4142,0,0,mode3_invalid,1,0,29047,29047,299,67,-1095,47.46684,8.55433,1,1,1,GS-RADAR-02,47.5,9.0,1500,34723,0.752
1730,7fa4b8,DLH305,France,ads_b,1000,0,1,mode3_valid,1,0,10728,10728,296,84,5824,47.04662,7.97224,1,0,1,UAS-ORBIT-09,46.9,8.2,18000,23860,0.846
1731,f0988c,AFR968,Germany,ads_b,3200,0,0,mode3_valid,1,0,2115,2115,404,46,-5591,47.39441,9.38984,0,1,1,GS-RADAR-02,47.5,9.0,1500,31579,0.873
1732,841024,EJU165,Italy,ads_b,2556,0,0,mode3_valid,1,0,11842,11842,176,62,4339,47.49323,8.54996,1,1,1,GS-RADAR-02,47.5,9.0,1500,33965,0.838
1733,4f13dc,AUA536,Netherlands,ads_b,1175,0,0,mode3_valid,0,0,10840,10840,289,339,3967,47.77362,7.55864,0,1,1,GS-RADAR-01,47.0,7.5,1800,86179,0.867
1734,099e26,SWR227,,ads_b,4602,0,0,mode3_valid,1,0,32597,32597,299,291,636,46.89495,8.90937,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,54084,0.849
1735,14f796,SWR821,Austria,ads_b,5627,0,0,mode3_valid,1,0,30694,30694,88,298,1262,47.45006,8.53114,1,0,1,GS-RADAR-02,47.5,9.0,1500,36766,0.881
1736,09f24c,AUA297,Germany,fused,4123,0,0,mode3_valid,0,0,18836,18836,199,248,2565,47.01727,7.9798,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,21199,0.908
1737,382bd5,UNKNOWN,Netherlands,ads_b,7741,0,1,mode3_invalid,0,0,27461,27461,214,19,-3807,47.69323,6.57317,0,1,1,GS-RADAR-01,47.0,7.5,1800,104300,0.899
1738,5f7d25,DLH326,Netherlands,mlat,7141,0,0,mode3_invalid,0,0,18504,18504,114,350,3499,47.1518,6.79569,0,1,1,GS-RADAR-01,47.0,7.5,1800,56173,0.537
1739,7d5b20,N591,Austria,mlat,4546,0,0,mode3_invalid,1,0,30438,30438,108,197,-1891,47.4244,8.55465,1,1,1,GS-RADAR-02,47.5,9.0,1500,35628,0.564
1740,faae7b,SWR144,,ads_b,7463,0,0,mode3_valid,1,0,20582,20582,330,167,-1850,47.45904,8.57263,1,0,0,GS-RADAR-02,47.5,9.0,1500,32955,0.861
1741,32235c,AUA510,Austria,mlat,6037,0,0,mode3_invalid,1,0,28316,28316,97,200,-351,47.45123,8.52673,1,1,1,GS-RADAR-02,47.5,9.0,1500,36897,0.538
1742,77e653,N412,Italy,asterix_radar,7454,0,0,mode3_invalid,1,0,12476,12476,369,55,-2262,47.22213,6.60533,0,1,1,GS-RADAR-01,47.0,7.5,1800,72143,0.707
1743,a279bd,N229,Netherlands,ads_b,1237,0,0,mode3_valid,1,0,11905,11905,90,318,-315,47.04836,8.01024,1,1,1,UAS-ORBIT-09,46.9,8.2,18000,21974,0.895
1744,43461d,N203,Switzerland,ads_b,4067,0,0,mode3_valid,0,0,9742,9742,517,101,-3813,46.95215,8.67948,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,36956,0.877
1745,c414b7,SWR465,Switzerland,fused,,0,0,no_response,0,0,6018,6018,558,241,-592,47.14424,8.40171,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,31380,0.905
1746,404e37,AFR354,Italy,fused,1061,0,0,mode3_valid,1,0,25648,25648,340,23,15,47.39104,8.95262,0,1,1,GS-RADAR-02,47.5,9.0,1500,14617,0.906
1747,8a2efa,BAW582,France,fused,2037,0,0,mode3_valid,1,0,4881,4881,247,128,-489,46.61717,6.57603,0,1,1,GS-RADAR-01,47.0,7.5,1800,82205,0.89
1748,2e8744,DLH412,,asterix_radar,,0,0,no_response,1,0,8635,8635,78,207,3940,46.71571,7.89106,0,1,0,UAS-ORBIT-09,46.9,8.2,18000,31319,0.756
1749,bd7f28,BAW754,Switzerland,ads_b,1646,0,0,mode3_valid,0,0,13759,13759,556,348,-1958,47.24586,7.31615,0,1,1,GS-RADAR-01,47.0,7.5,1800,30889,0.88
1750,4c375a,SWR519,Austria,ads_b,7123,0,0,mode3_valid,0,0,8922,8922,515,23,-3367,47.65425,7.59785,0,1,1,GS-RADAR-01,47.0,7.5,1800,73154,0.885
1751,49d8eb,AFR16,Germany,flarm,1023,0,0,mode3_invalid,1,0,30373,30373,242,205,5396,46.55641,6.60825,0,1,1,GS-RADAR-01,47.0,7.5,1800,84378,0.503
1752,4da75f,UNKNOWN,Germany,ads_b,7700,1,0,emergency,0,0,16093,16093,299,167,-2796,47.02802,8.90508,0,1,1,GS-RADAR-02,47.5,9.0,1500,53154,0.848
1753,ef990b,AFR295,Germany,flarm,2233,0,0,mode3_invalid,1,0,10722,10722,315,81,8721,46.75634,8.17799,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,16214,0.486
1754,42448c,DLH338,Switzerland,ads_b,7035,0,0,mode3_valid,1,0,36943,36943,107,167,4176,47.23811,7.3616,0,1,1,GS-RADAR-01,47.0,7.5,1800,30420,0.826
1755,b5c2f1,N523,Netherlands,ads_b,4312,0,0,mode3_valid,1,0,27348,27348,463,133,-708,47.6722,8.69677,0,1,1,GS-RADAR-02,47.5,9.0,1500,30755,0.896
1756,df1d2c,UNKNOWN,Italy,fused,,0,0,no_response,0,0,26258,26258,294,26,4501,46.60322,7.69603,0,1,1,GS-RADAR-01,47.0,7.5,1800,47167,0.9
1757,00ce4d,AUA157,France,fused,4125,0,0,mode3_valid,1,0,34999,34999,561,312,272,46.71896,9.01626,0,1,1,UAS-ORBIT-09,46.9,8.2,18000,65506,0.936
1758,4d92fc,UNKNOWN,Netherlands,mlat,,0,0,no_response,0,0,4326,4326,439,114,3270,47.2117,9.11004,0,1,1,GS-RADAR-02,47.5,9.0,1500,33122,0.524
